exp_fit_max	exp_fit_min	exp_fit_t0	exp_fit_t1	t_exp_fit_max	t_exp_fit_min	dt_max_fit	dexp_fit_t	dexp_fit_max	pvalue	gene	FDR	cell_type
3.2878639180932	2.11282185889039	2.11914956750093	3.22714356023734	1	0.311727536434934	0.688272463565066	1.10799399273641	1.17504205920281	0	Nppa	0	Atrial_cardiomyocytes_1
0.828880351615564	0.188088912162297	0.571217411822569	0.805208941849769	0.719659599144501	1	-0.280340400855499	0.2339915300272	0.640791439453267	0	Myl2	0	Atrial_cardiomyocytes_1
3.97150656192837	-0.232922109270254	2.67320328066146	0.807229101193666	0	1	-1	-1.8659741794678	4.20442867119862	0	H19	0	Atrial_cardiomyocytes_1
4.42826775400161	2.93230167066365	3.36607114785103	4.40713728304568	0.787956047517174	0.485535237321917	0.302420810195257	1.04106613519465	1.49596608333796	0	Malat1	0	Atrial_cardiomyocytes_1
0.600638627978441	0.103945518355179	0.104703474634659	0.556875217611076	1	0.352983325390792	0.647016674609208	0.452171742976417	0.496693109623262	0	Fabp4	0	Atrial_cardiomyocytes_1
2.2253700465171	0.805571903164953	1.12377611125498	1.58875396843952	1	0	1	0.464977857184546	1.41979814335215	0	Myl3	0	Atrial_cardiomyocytes_1
4.16994235578424	0.707941561008655	1.71652587958066	4.14367467847408	0.709372288921427	0	0.709372288921427	2.42714879889342	3.46200079477559	0	Sln	0	Atrial_cardiomyocytes_1
2.17431373639608	0.22186814854045	1.55008962785374	0.554711421314792	0	1	-1	-0.995378206538953	1.95244558785563	0	Igfbp5	0	Atrial_cardiomyocytes_1
1.24597130233469	0.382740246605406	0.396832971500129	0.726705749869148	0	1	-1	0.329872778369019	0.863231055729283	0	Fabp5	0	Atrial_cardiomyocytes_1
6.31697822148475	3.79058585592417	4.46268503919308	5.20762456733324	0	0.486237284346531	-0.486237284346531	0.744939528140156	2.52639236556058	0	mt-Rnr2	0	Atrial_cardiomyocytes_1
4.13678874626365	2.44135784531571	2.59939261422769	3.03952034144214	1	0.25326839079068	0.74673160920932	0.440127727214459	1.69543090094794	0	Ankrd1	0	Atrial_cardiomyocytes_1
1.7886518244035	0.226746502459265	1.28816164795437	0.228433594847439	0	0.782835470857184	-0.782835470857184	-1.05972805310694	1.56190532194423	0	Acta2	0	Atrial_cardiomyocytes_1
3.21870085364233	1.49750726505146	2.27699668908426	3.1734153514238	0.724623785414582	0	0.724623785414582	0.896418662339536	1.72119358859087	0	Pam	0	Atrial_cardiomyocytes_1
3.27612087489187	0.822660952671315	1.87480709005172	3.27440931599543	0.77020789198482	0	0.77020789198482	1.39960222594371	2.45345992222055	0	mt-Co1	0	Atrial_cardiomyocytes_1
0.411670171560623	0.0788489072961755	0.242838613341916	0.0995737621160389	0.51377018094054	0.819952548152918	-0.306182367212378	-0.143264851225877	0.332821264264448	0	Nppb	0	Atrial_cardiomyocytes_1
1.5269994878501	0.892421007014635	1.47224059491464	1.01892049804901	0.270802416553538	0.604121003066499	-0.333318586512962	-0.453320096865628	0.634578480835464	0	Tnnt1	0	Atrial_cardiomyocytes_1
0.824066920784643	0.0541718387482333	0.508301105654313	0.245454664775657	0	1	-1	-0.262846440878656	0.76989508203641	0	Myh7	0	Atrial_cardiomyocytes_1
0.496588251100556	0.0830760963100314	0.481513748267272	0.0848469912281642	0.280940036930966	1	-0.719059963069034	-0.396666757039108	0.413512154790524	0	Acta1	0	Atrial_cardiomyocytes_1
1.7027081872548	0.218332163952502	0.674441460981355	1.67179249506619	0.824043932587672	0	0.824043932587672	0.997351034084837	1.4843760233023	0	Fos	0	Atrial_cardiomyocytes_1
0.973782636309823	0.253373169909034	0.60430423947954	0.97378233794865	0.763748540196983	1	-0.236251459803017	0.36947809846911	0.720409466400788	0	CT010467.1	0	Atrial_cardiomyocytes_1
3.16656911893887	1.7272640881223	2.62249745498351	3.16528789163741	0.770510987404154	0	0.770510987404154	0.542790436653901	1.43930503081657	0	Ttn	0	Atrial_cardiomyocytes_1
1.35698532813459	0.147446595270458	1.32527107154792	0.965351468835463	0.407098527913385	1	-0.592901472086615	-0.359919602712461	1.20953873286413	0	Csrp2	0	Atrial_cardiomyocytes_1
0.844341895255823	0.125476307675069	0.4872951746285	0.140057136944622	0	0.717165342952036	-0.717165342952036	-0.347238037683878	0.718865587580754	0	Top2a	0	Atrial_cardiomyocytes_1
1.91869433154888	0.168959733522282	0.560668320335382	0.207320153212831	0	0.707309438252338	-0.707309438252338	-0.353348167122551	1.74973459802659	0	Hbb-bs	0	Atrial_cardiomyocytes_1
0.568556598950382	0.0831058132026402	0.493963541233114	0.0899570311544582	0	0.734126169528738	-0.734126169528738	-0.404006510078656	0.485450785747741	0	Ube2c	0	Atrial_cardiomyocytes_1
1.11834211602707	0.267450620925424	0.568923666426269	0.476477648622135	0.532065008728227	0	0.532065008728227	-0.0924460178041339	0.85089149510165	0	Slc22a1	0	Atrial_cardiomyocytes_1
0.605006142168175	0.0728429902560958	0.405833975229045	0.0924303016841172	0	0.705323554720074	-0.705323554720074	-0.313403673544927	0.532163151912079	0	Cenpf	0	Atrial_cardiomyocytes_1
1.61438952830826	0.116421070567418	0.500751369208529	0.267670602016518	0.532065008728227	0.838576189683739	-0.306511180955512	-0.233080767192011	1.49796845774084	0	Mgp	0	Atrial_cardiomyocytes_1
4.67625165126705	2.82423508046263	3.92144655857861	4.67251872466085	0.776900958582589	0	0.776900958582589	0.751072166082238	1.85201657080442	0	Myh6	0	Atrial_cardiomyocytes_1
3.20676821734327	2.43544710715692	2.61524204198219	3.19346684762927	0.792573909661214	0.472455647387622	0.320118262273592	0.578224805647083	0.771321110186351	0	mt-Nd5	0	Atrial_cardiomyocytes_1
0.370362626482863	0.0825976946545618	0.342984160523562	0.0956056304463836	0	0.714966794588836	-0.714966794588836	-0.247378530077179	0.287764931828301	0	Prc1	0	Atrial_cardiomyocytes_1
4.08612308812984	2.79742440420001	3.18897979962832	4.05290524752317	0.818708676330039	0	0.818708676330039	0.863925447894842	1.28869868392984	0	mt-Nd1	0	Atrial_cardiomyocytes_1
0.968706245442766	0.115498286604588	0.587869315399369	0.120131926312658	0	0.744539743487986	-0.744539743487986	-0.467737389086711	0.853207958838178	0	Cks2	0	Atrial_cardiomyocytes_1
3.80737285917376	1.19255189566588	1.75054429199009	2.94890688372438	1	0	1	1.19836259173429	2.61482096350788	0	Fabp3	0	Atrial_cardiomyocytes_1
0.52604763048317	0.07060734260056	0.3424326677898	0.0916160191265054	0	0.708824344331087	-0.708824344331087	-0.250816648663295	0.45544028788261	0	Hmmr	0	Atrial_cardiomyocytes_1
3.04166015611598	0.745283335248794	1.90186083058986	3.00127136585117	0.801738573837667	0	0.801738573837667	1.09941053526131	2.29637682086719	0	Atp2a2	0	Atrial_cardiomyocytes_1
1.03906409194357	0.428382698438684	0.931685911155747	0.433978183509565	1	0.74465333369111	0.25534666630889	-0.497707727646182	0.610681393504888	0	Smc4	0	Atrial_cardiomyocytes_1
0.470634849668194	0.00303486134467907	0.313066740203649	0.113496414244696	0	1	-1	-0.199570325958953	0.467599988323515	0	Shox2	0	Atrial_cardiomyocytes_1
0.721432125845951	0.15933381870657	0.584508423416693	0.18980992912033	1	0.708824344331087	0.291175655668913	-0.394698494296363	0.562098307139381	0	Cenpa	0	Atrial_cardiomyocytes_1
0.60208713920693	0.294160768747915	0.588904122801522	0.311912540635268	0.287261158208853	0.669884587487284	-0.382623429278431	-0.276991582166254	0.307926370459016	0	Meg3	0	Atrial_cardiomyocytes_1
2.56388808406885	1.61787582571441	2.06984536512019	1.62332153828	0.499341762192587	0.777729270381933	-0.278387508189346	-0.446523826840188	0.946012258354447	0	Myl1	0	Atrial_cardiomyocytes_1
3.30220763110404	2.31577051008006	2.42843791201748	3.28483155479756	0.820134325689939	0	0.820134325689939	0.856393642780081	0.986437121023975	0	mt-Co3	0	Atrial_cardiomyocytes_1
2.08019696281256	0.941961205198182	1.1573444783084	2.07598655510473	0.776713729359334	0.453107323554766	0.323606405804568	0.918642076796334	1.13823575761438	0	mt-Rnr1	0	Atrial_cardiomyocytes_1
1.4318965223779	0.358818493923797	0.984664246439876	0.363568976625056	0	0.785264996170791	-0.785264996170791	-0.62109526981482	1.0730780284541	0	Hmgb2	0	Atrial_cardiomyocytes_1
1.93638522063198	0.0900493800709778	0.4550931875973	0.0990183110034138	0	0.71753955378331	-0.71753955378331	-0.356074876593887	1.846335840561	0	Hba-a2	0	Atrial_cardiomyocytes_1
0.978123418890886	0.360507406894302	0.646300970485762	0.641071801723364	0.53830689830073	0	0.53830689830073	-0.00522916876239798	0.617616011996585	0	Atf3	0	Atrial_cardiomyocytes_1
1.03025798528924	0.181349201264491	0.75680603369973	0.18296056036392	0	0.748680469394308	-0.748680469394308	-0.57384547333581	0.848908784024753	0	Arl6ip1	0	Atrial_cardiomyocytes_1
1.06345300382737	0.294116193440572	1.02240185581525	0.821307383889609	0.490510307519825	1	-0.509489692480175	-0.201094471925643	0.769336810386797	0	Angpt1	0	Atrial_cardiomyocytes_1
2.63915889061085	0.128399172359587	0.503116444986816	2.12930139926126	0.598237389855719	0.231235329578342	0.367002060277377	1.62618495427445	2.51075971825126	0	Ckm	0	Atrial_cardiomyocytes_1
0.433256868718894	0.0732626625682503	0.265241991861067	0.073756351001568	0	0.755456075846682	-0.755456075846682	-0.191485640859499	0.359994206150644	0	Rrm2	0	Atrial_cardiomyocytes_1
0.97650388009952	0.139627214830454	0.660264549778221	0.144289230751418	0	0.730895399538857	-0.730895399538857	-0.515975319026803	0.836876665269066	0	Ptn	0	Atrial_cardiomyocytes_1
2.15811488156642	0.365081261620654	1.40925786046826	0.368215497426777	0	0.751914277429031	-0.751914277429031	-1.04104236304148	1.79303361994577	0	Stmn1	0	Atrial_cardiomyocytes_1
0.734811942603198	0.0860265225303321	0.702800373669599	0.136231683920544	0.240334541348737	1	-0.759665458651263	-0.566568689749055	0.648785420072866	0	Mest	0	Atrial_cardiomyocytes_1
0.946706696983097	0.031664735743833	0.373928131619345	0.945460031623921	0.772261190321095	0	0.772261190321095	0.571531900004576	0.915041961239264	0	Clu	0	Atrial_cardiomyocytes_1
0.509474279730468	0.0537871994172057	0.321751054174807	0.0546753868986306	0	0.751323251810785	-0.751323251810785	-0.267075667276176	0.455687080313262	0	Pclaf	0	Atrial_cardiomyocytes_1
1.97933098210721	0.480223361454548	1.23018329624527	1.11628607264375	0.5231091759439	0	0.5231091759439	-0.113897223601525	1.49910762065266	0	Hspb1	0	Atrial_cardiomyocytes_1
3.56591354670438	2.48668118528043	2.71204631539923	3.55700174164429	0.786833516667754	0	0.786833516667754	0.844955426245057	1.07923236142395	0	mt-Nd4	0	Atrial_cardiomyocytes_1
2.83263604758621	0.697402289941623	1.66080530507545	1.42965831737367	0	1	-1	-0.231146987701774	2.13523375764458	0	Actb	0	Atrial_cardiomyocytes_1
3.13036495007206	2.25553504677661	2.53771769860182	3.11563362848311	0.791541112524926	0	0.791541112524926	0.577915929881294	0.874829903295451	0	mt-Nd6	0	Atrial_cardiomyocytes_1
0.629481105227054	0.108705336084863	0.608950355932449	0.243228568854779	0.41361322489029	1	-0.58638677510971	-0.36572178707767	0.520775769142192	0	Vsnl1	0	Atrial_cardiomyocytes_1
0.543224537948783	0.0574639493172335	0.368506421342976	0.0858588192559384	0	0.699608160594206	-0.699608160594206	-0.282647602087038	0.48576058863155	0	Mki67	0	Atrial_cardiomyocytes_1
3.24269678655193	2.58833119958872	2.67430157581954	3.2223449010939	0.806784785408115	0.457551983098987	0.349232802309127	0.548043325274362	0.654365586963213	0	mt-Nd2	0	Atrial_cardiomyocytes_1
0.422045607268246	0.0756088028873712	0.402410890726275	0.0798039963397311	0	0.740214007873819	-0.740214007873819	-0.322606894386544	0.346436804380874	0	Cdca8	0	Atrial_cardiomyocytes_1
0.503598767225278	0.0692956525029875	0.4555886318779	0.0782014040515453	0	0.726647915870643	-0.726647915870643	-0.377387227826355	0.434303114722291	0	Birc5	0	Atrial_cardiomyocytes_1
0.796508006825498	0.188302726762753	0.391263451817104	0.79126291554837	0.730677529455763	0	0.730677529455763	0.399999463731265	0.608205280062745	0	Ccn1	0	Atrial_cardiomyocytes_1
4.92796818414089	3.7494875432922	4.09048156997331	4.91685826883703	0.788989710408752	0	0.788989710408752	0.826376698863719	1.17848064084869	0	mt-Cytb	0	Atrial_cardiomyocytes_1
0.605121942001543	0.0416167405126329	0.331539834306244	0.0685382395087968	0	1	-1	-0.263001594797447	0.56350520148891	0	Vcan	0	Atrial_cardiomyocytes_1
0.939278563627083	0.280601510225923	0.717352358010054	0.436287902241646	0	1	-1	-0.281064455768409	0.65867705340116	0	Btg2	0	Atrial_cardiomyocytes_1
